번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
236,과자류,"과자,스넥과자, 야금야금(서울식품공업㈜)",30,42.57,6.66,1.03,1.31,N/A,21.15,N/A,N/A,N/A,2017
237,과자류,"과자,스넥과자, 야채타임(㈜빙그레)",30,130.2,13.71,1.29,7.41,0,110.7,0,0,0,2006
238,과자류,"과자,스넥과자, 야채타임(㈜빙그레)",30,39.06,4.11,0.39,2.22,0.9,33.21,N/A,N/A,N/A,2017
239,과자류,"과자,스넥과자, 양송이버섯스낵(한성기업㈜)",30,134.1,18.3,4.5,4.77,0,150,0,0,0,2006
240,과자류,"과자,스넥과자, 양송이버섯스낵(한성기업㈜)",30,40.23,5.49,1.35,1.43,N/A,45,N/A,N/A,N/A,2017
241,과자류,"과자,스넥과자, 엄마손파이(롯데제과)",30,157.5,18.69,2.01,8.28,0,104.1,0,0,0,2006
242,과자류,"과자,스넥과자, 엄마손파이(롯데제과)",30,47.25,5.61,0.6,2.48,2.08,31.23,N/A,N/A,N/A,2017
243,과자류,"과자,스넥과자, 엑서스-고소한맛(오리온프리토레이㈜)",30,153,19.5,2.1,6.9,0,96,0,0,0,2006
244,과자류,"과자,스넥과자, 엑서스-고소한맛(오리온프리토레이㈜)",30,45.9,5.85,0.63,2.07,N/A,28.8,N/A,N/A,N/A,2017
245,과자류,"과자,스넥과자, 엑서스-나초맛(오리온프리토레이㈜)",30,153,1.8,2.7,7.2,0,93,0,0,0,2006
246,과자류,"과자,스넥과자, 엑서스-나초맛(오리온프리토레이㈜)",30,45.9,0.54,0.81,2.16,0.6,27.9,N/A,N/A,N/A,2017
247,과자류,"과자,스넥과자, 엑서스-핫소스맛(오리온프리토레이㈜)",30,153,19.5,2.1,6.9,0,84,0,0,0,2006
248,과자류,"과자,스넥과자, 엑서스-핫소스맛(오리온프리토레이㈜)",30,45.9,5.85,0.63,2.07,N/A,25.2,N/A,N/A,N/A,2017
249,과자류,"과자,스넥과자, 엘리스(롯데제과)",30,167.7,13.5,3.6,10.83,0,77.1,0,0,0,2006
250,과자류,"과자,스넥과자, 엘리스(롯데제과)",30,50.31,4.05,1.08,3.25,N/A,23.13,N/A,N/A,N/A,2017
251,과자류,"과자,스넥과자, 오감자-슈림프그라땅맛(오리온프리토레이㈜)",30,150,20.1,1.2,7.2,0,141,0,0,0,2006
252,과자류,"과자,스넥과자, 오감자-슈림프그라땅맛(오리온프리토레이㈜)",30,45,6.03,0.36,2.16,0.18,42.3,N/A,N/A,N/A,2017
253,과자류,"과자,스넥과자, 오감자-텍사스BBQ맛(오리온프리토레이㈜)",30,150,20.1,1.2,7.2,0,150,0,0,0,2006
254,과자류,"과자,스넥과자, 오감자-텍사스BBQ맛(오리온프리토레이㈜)",30,45,6.03,0.36,2.16,1.16,45,N/A,N/A,N/A,2017
255,과자류,"과자,스넥과자, 오징어땅콩(오리온프리토레이㈜)",30,142.5,18.9,3,6,0,84,0,0,0,2006
256,과자류,"과자,스넥과자, 오징어땅콩(오리온프리토레이㈜)",30,42.75,5.67,0.9,1.8,1.9,25.2,N/A,N/A,N/A,2017
257,과자류,"과자,스넥과자, 오징어집(㈜농심)",30,156.3,18,1.95,8.31,0,180.6,0,0,0,2006
258,과자류,"과자,스넥과자, 오징어집(㈜농심)",30,46.89,5.4,0.58,2.49,0.45,54.18,N/A,N/A,N/A,2017
259,과자류,"과자,스넥과자, 올리고고구마깡(㈜농심)",30,147.9,18.96,1.77,6.75,0,165.3,0,0,0,2006
260,과자류,"과자,스넥과자, 올리고고구마깡(㈜농심)",30,44.37,5.69,0.53,2.03,2.25,49.59,N/A,N/A,N/A,2017
261,과자류,"과자,스넥과자, 쟈키자키(㈜빙그레)",30,150,15.63,1.47,8.58,0,71.1,0,0,0,2006
262,과자류,"과자,스넥과자, 쟈키자키(㈜빙그레)",30,45,4.69,0.44,2.57,0.63,21.33,N/A,N/A,N/A,2017
263,과자류,"과자,스넥과자, 초코송이(동양제과)",30,154.5,19.8,2.4,7.2,0,30,0,0,0,2006
264,과자류,"과자,스넥과자, 초코송이(동양제과)",30,46.35,5.94,0.72,2.16,3,9,N/A,N/A,N/A,2017
265,과자류,"과자,스넥과자, 초코초바(동양제과)",30,157.5,19.2,1.8,8.4,0,39,0,0,0,2006
266,과자류,"과자,스넥과자, 초코초바(동양제과)",30,47.25,5.76,0.54,2.52,2.8,11.7,N/A,N/A,N/A,2017
267,과자류,"과자,스넥과자, 쵸이스(롯데제과)",30,144.9,20.82,1.95,5.97,0,110.4,0,0,0,2006
268,과자류,"과자,스넥과자, 쵸이스(롯데제과)",30,43.47,6.25,0.58,1.79,N/A,33.12,N/A,N/A,N/A,2017
269,과자류,"과자,스넥과자, 치토스-매콤(오리온프리토레이㈜)",30,168,17.7,1.5,10.2,0,108,0,0,0,2006
270,과자류,"과자,스넥과자, 치토스-매콤(오리온프리토레이㈜)",30,50.4,5.31,0.45,3.06,0.3,32.4,N/A,N/A,N/A,2017
271,과자류,"과자,스넥과자, 치토스-바비큐(오리온프리토레이㈜)",30,165,18,1.5,9.6,0,117,0,0,0,2006
272,과자류,"과자,스넥과자, 치토스-바비큐(오리온프리토레이㈜)",30,49.5,5.4,0.45,2.88,0.3,35.1,N/A,N/A,N/A,2017
273,과자류,"과자,스넥과자, 치토스-화이트(오리온프리토레이㈜)",30,166.5,18,1.8,9.9,0,87,0,0,0,2006
274,과자류,"과자,스넥과자, 치토스-화이트(오리온프리토레이㈜)",30,49.95,5.4,0.54,2.97,0.3,26.1,N/A,N/A,N/A,2017
275,과자류,"과자,스넥과자, 치토스화이트-구운옥수수맛(오리온프리토레이㈜)",30,151.5,20.1,1.8,7.2,0,111,0,0,0,2006
276,과자류,"과자,스넥과자, 치토스화이트-구운옥수수맛(오리온프리토레이㈜)",30,45.45,6.03,0.54,2.16,0.3,33.3,N/A,N/A,N/A,2017
277,과자류,"과자,스넥과자, 칵테일스낵(우성식품)",30,129.3,14.28,4.56,6.3,0,105.6,0,0,0,2006
278,과자류,"과자,스넥과자, 칵테일스낵(우성식품)",30,38.79,4.28,1.37,1.89,N/A,31.68,N/A,N/A,N/A,2017
279,과자류,"과자,스넥과자, 칼슘양파링(㈜농심)",30,147.9,19.44,1.53,6.78,0,210.6,0,0,0,2006
280,과자류,"과자,스넥과자, 칼슘양파링(㈜농심)",30,44.37,5.83,0.46,2.03,0.45,63.18,N/A,N/A,N/A,2017
281,과자류,"과자,스넥과자, 콘돌(서울식품공업㈜)",30,131.1,24.93,2.85,2.22,0,41.4,0,0,0,2006
282,과자류,"과자,스넥과자, 콘돌(서울식품공업㈜)",30,39.33,7.48,0.86,0.67,N/A,12.42,N/A,N/A,N/A,2017
283,과자류,"과자,스넥과자, 콘드로이친감자깡(㈜농심)",30,146.1,19.53,1.86,6.54,0,211.2,0,0,0,2006
284,과자류,"과자,스넥과자, 콘드로이친감자깡(㈜농심)",30,43.83,5.86,0.56,1.96,0.26,63.36,N/A,N/A,N/A,2017
285,과자류,"과자,스넥과자, 콘칩(삼양식품㈜)",30,151.2,21.15,1.8,6.69,0,1457.7,0,0,0,2006
286,과자류,"과자,스넥과자, 콘칩(삼양식품㈜)",30,45.36,6.34,0.54,2.01,0.21,437.31,N/A,N/A,N/A,2017
287,과자류,"과자,스넥과자, 콘칩매운맛(삼양식품㈜)",30,147.3,21.15,1.71,6.12,0,1457.7,0,0,0,2006
288,과자류,"과자,스넥과자, 콘칩매운맛(삼양식품㈜)",30,44.19,6.34,0.51,1.84,0.3,437.31,N/A,N/A,N/A,2017
289,과자류,"과자,스넥과자, 키토산자갈치(㈜농심)",30,151.8,19.2,1.77,7.38,0,143.4,0,0,0,2006
290,과자류,"과자,스넥과자, 키토산자갈치(㈜농심)",30,45.54,5.76,0.53,2.21,0.4,43.02,N/A,N/A,N/A,2017
291,과자류,"과자,스넥과자, 토피(서울식품공업㈜)",30,123.6,28.26,1.02,0.72,0,192.6,0,0,0,2006
292,과자류,"과자,스넥과자, 토피(서울식품공업㈜)",30,37.08,8.48,0.31,0.22,N/A,57.78,N/A,N/A,N/A,2017
293,과자류,"과자,스넥과자, 토픽(롯데제과)",30,149.7,16.71,1.8,8.07,0,52.5,0,0,0,2006
294,과자류,"과자,스넥과자, 토픽(롯데제과)",30,44.91,5.01,0.54,2.42,N/A,15.75,N/A,N/A,N/A,2017
295,과자류,"과자,스넥과자, 포비(롯데제과)",30,140.7,21.54,1.77,5.28,0,244.2,0,0,0,2006
296,과자류,"과자,스넥과자, 포비(롯데제과)",30,42.21,6.46,0.53,1.58,N/A,73.26,N/A,N/A,N/A,2017
297,과자류,"과자,스넥과자, 포카칩-소금맛(오리온프리토레이㈜)",30,174,16.5,1.8,10.5,0,102,0,0,0,2006
298,과자류,"과자,스넥과자, 포카칩-소금맛(오리온프리토레이㈜)",30,52.2,4.95,0.54,3.15,0,30.6,N/A,N/A,N/A,2017
299,과자류,"과자,스넥과자, 포카칩-양파맛(오리온프리토레이㈜)",30,168,16.8,1.8,10.2,0,102,0,0,0,2006
300,과자류,"과자,스넥과자, 포카칩-양파맛(오리온프리토레이㈜)",30,50.4,5.04,0.54,3.06,0.15,30.6,N/A,N/A,N/A,2017
301,과자류,"과자,스넥과자, 포카포카(동양제과)",30,154.5,19.8,2.1,7.5,0,30,0,0,0,2006
302,과자류,"과자,스넥과자, 포카포카(동양제과)",30,46.35,5.94,0.63,2.25,N/A,9,N/A,N/A,N/A,2017
303,과자류,"과자,스넥과자, 표고버섯스낵(한성기업㈜)",30,163.8,15.3,4.05,9.57,0,183,0,0,0,2006
304,과자류,"과자,스넥과자, 표고버섯스낵(한성기업㈜)",30,49.14,4.59,1.22,2.87,N/A,54.9,N/A,N/A,N/A,2017
305,과자류,"과자,스넥과자, 홈런볼(쵸코)(해태제과㈜)",30,168.9,14.91,2.19,11.1,0,40.5,0,0,0,2006
306,과자류,"과자,스넥과자, 홈런볼(쵸코)(해태제과㈜)",30,50.67,4.47,0.66,3.33,0.82,12.15,N/A,N/A,N/A,2017
307,과자류,"과자,스넥과자, 환타지아(서울식품공업㈜)",30,144.6,22.77,2.37,4.89,0,128.4,0,0,0,2006
308,과자류,"과자,스넥과자, 환타지아(서울식품공업㈜)",30,43.38,6.83,0.71,1.47,N/A,38.52,N/A,N/A,N/A,2017
309,과자류,"과자,웨하스, 롤웨하스-초코(동양제과)",30,150,21.3,1.8,6.3,0,45,0,0,0,2006
310,과자류,"과자,웨하스, 롤웨하스-초코(동양제과)",30,45,6.39,0.54,1.89,N/A,13.5,N/A,N/A,N/A,2017
311,과자류,"과자,웨하스, 롤웨하스-화이트(동양제과)",30,156,20.1,2.1,7.5,0,42,0,0,0,2006
312,과자류,"과자,웨하스, 롤웨하스-화이트(동양제과)",30,46.8,6.03,0.63,2.25,2.66,12.6,N/A,N/A,N/A,2017
313,과자류,"과자,웨하스, 웨하스(크림맛)(해태제과㈜)",30,155.7,19.98,1.32,7.86,0,48,0,0,0,2006
314,과자류,"과자,웨하스, 웨하스(크림맛)(해태제과㈜)",30,46.71,5.99,0.4,2.36,2.41,14.4,N/A,N/A,N/A,2017
315,과자류,"과자,웨하스, 웨하스-딸기(동양제과)",30,150,21.3,1.5,6.6,0,48,0,0,0,2006
316,과자류,"과자,웨하스, 웨하스-딸기(동양제과)",30,45,6.39,0.45,1.98,2.73,14.4,N/A,N/A,N/A,2017
317,과자류,"과자,웨하스, 웨하스-바닐라(동양제과)",30,148.5,21.3,1.5,6.3,0,42,0,0,0,2006
318,과자류,"과자,웨하스, 웨하스-바닐라(동양제과)",30,44.55,6.39,0.45,1.89,2.89,12.6,N/A,N/A,N/A,2017
319,과자류,"과자,쿠키, 까메오(동양제과)",30,148.5,21.6,1.5,6.3,0,114,0,0,0,2006
320,과자류,"과자,쿠키, 까메오(동양제과)",30,44.55,6.48,0.45,1.89,3.27,34.2,N/A,N/A,N/A,2017
321,과자류,"과자,쿠키, 마가렛트(롯데제과)",30,150.3,17.37,2.28,7.95,0,60.6,0,0,0,2006
322,과자류,"과자,쿠키, 마가렛트(롯데제과)",30,45.09,5.21,0.68,2.38,2.61,18.18,N/A,N/A,N/A,2017
323,과자류,"과자,쿠키, 브라우닝(동양제과)",30,144,21.9,1.8,5.7,0,66,0,0,0,2006
324,과자류,"과자,쿠키, 브라우닝(동양제과)",30,43.2,6.57,0.54,1.71,1.08,19.8,N/A,N/A,N/A,2017
325,과자류,"과자,쿠키, 샤브레(해태제과㈜)",30,142.8,21.54,1.38,5.7,0,40.8,0,0,0,2006
326,과자류,"과자,쿠키, 샤브레(해태제과㈜)",30,42.84,6.46,0.41,1.71,2.57,12.24,N/A,N/A,N/A,2017
327,과자류,"과자,쿠키, 애플쨈(롯데제과)",30,132.3,22.05,1.17,1.38,0,33.6,0,0,0,2006
328,과자류,"과자,쿠키, 애플쨈(롯데제과)",30,39.69,6.61,0.35,0.41,0.9,10.08,N/A,N/A,N/A,2017
329,과자류,"과자,쿠키, 초코칩쿠키(동양제과)",30,150,20.4,1.8,6.9,0,72,0,0,0,2006
330,과자류,"과자,쿠키, 초코칩쿠키(동양제과)",30,45,6.12,0.54,2.07,2.8,21.6,N/A,N/A,N/A,2017
331,과자류,"과자,쿠키, 촉촉한초코칩(동양제과)",30,150,17.7,1.8,8.1,0,48,0,0,0,2006
332,과자류,"과자,쿠키, 촉촉한초코칩(동양제과)",30,45,5.31,0.54,2.43,2.8,14.4,N/A,N/A,N/A,2017
333,과자류,"과자,쿠키, 쵸코칩쿠키(롯데제과)",30,159.9,17.91,2.01,8.91,0,85.5,0,0,0,2006
334,과자류,"과자,쿠키, 쵸코칩쿠키(롯데제과)",30,47.97,5.37,0.6,2.67,2.25,25.65,N/A,N/A,N/A,2017
335,과자류,"과자,쿠키, 쵸코파이(롯데제과)",30,133.8,19.5,1.29,5.55,0,36.3,0,0,0,2006
336,과자류,"과자,쿠키, 쵸코파이(롯데제과)",30,40.14,5.85,0.39,1.66,3.34,10.89,N/A,N/A,N/A,2017
337,과자류,"과자,쿠키, 칙촉(롯데제과)",30,152.1,17.94,1.5,7.98,0,101.7,0,0,0,2006
338,과자류,"과자,쿠키, 칙촉(롯데제과)",30,45.63,5.38,0.45,2.39,2.7,30.51,N/A,N/A,N/A,2017
339,과자류,"과자,쿠키, 후레시베리(동양제과)",30,133.5,16.2,1.2,7.2,0,19.5,0,0,0,2006
340,과자류,"과자,쿠키, 후레시베리(동양제과)",30,40.05,4.86,0.36,2.16,2.89,5.85,N/A,N/A,N/A,2017
341,과자류,"과자,크랙커, 다이제(동양제과)",30,144,20.7,2.1,5.7,0,135,0,0,0,2006
342,과자류,"과자,크랙커, 다이제(동양제과)",30,43.2,6.21,0.63,1.71,1.31,40.5,N/A,N/A,N/A,2017
343,과자류,"과자,크랙커, 다이제(초코)(동양제과)",30,151.5,20.4,1.8,6.9,0,114,0,0,0,2006
344,과자류,"과자,크랙커, 다이제(초코)(동양제과)",30,45.45,6.12,0.54,2.07,1.9,34.2,N/A,N/A,N/A,2017
345,과자류,"과자,크랙커, 뽀뽀틴(해태제과㈜)",30,86.1,21.51,0,0,0,0.6,0,0,0,2006
346,과자류,"과자,크랙커, 뽀뽀틴(해태제과㈜)",30,25.83,6.45,0,0,N/A,0.18,N/A,N/A,N/A,2017
347,과자류,"과자,크랙커, 에이스(해태제과㈜)",30,158.1,17.67,2.1,8.7,0,95.1,0,0,0,2006
348,과자류,"과자,크랙커, 에이스(해태제과㈜)",30,47.43,5.3,0.63,2.61,0.75,28.53,N/A,N/A,N/A,2017
349,과자류,"과자,크랙커, 이츠초코(동양제과)",30,156,20.4,2.1,7.5,0,57,0,0,0,2006
350,과자류,"과자,크랙커, 이츠초코(동양제과)",30,46.8,6.12,0.63,2.25,N/A,17.1,N/A,N/A,N/A,2017
351,과자류,"과자,크랙커, 제로(롯데제과)",30,103.8,10.2,1.71,11.01,0,21.9,0,0,0,2006
352,과자류,"과자,크랙커, 제로(롯데제과)",30,31.14,3.06,0.51,3.3,N/A,6.57,N/A,N/A,N/A,2017
353,과자류,"과자,크랙커, 제크(롯데제과)",30,155.7,18.18,1.77,8.4,0,273.6,0,0,0,2006
354,과자류,"과자,크랙커, 제크(롯데제과)",30,46.71,5.45,0.53,2.52,0.54,82.08,N/A,N/A,N/A,2017
355,과자류,"과자,크랙커, 찬찬(초코)(롯데제과)",30,172.5,15.75,2.1,11.16,0,49.5,0,0,0,2006
356,과자류,"과자,크랙커, 찬찬(초코)(롯데제과)",30,51.75,4.72,0.63,3.35,N/A,14.85,N/A,N/A,N/A,2017
357,과자류,"과자,크랙커, 통크(동양제과)",30,154.5,19.8,2.4,7.2,0,42,0,0,0,2006
358,과자류,"과자,크랙커, 통크(동양제과)",30,46.35,5.94,0.72,2.16,2.86,12.6,N/A,N/A,N/A,2017
359,과자류,"과자,크랙커, 하비스트(롯데제과)",30,148.2,19.8,2.22,6.66,0,102.9,0,0,0,2006
360,과자류,"과자,크랙커, 하비스트(롯데제과)",30,44.46,5.94,0.67,2,1.66,30.87,N/A,N/A,N/A,2017
361,과자류,구르메 젤리 빈스 그린애플향,10,14,3.7,0,0,2.7,1,0,0,0,2013
362,과자류,구르메 젤리 빈스 그린애플향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
363,과자류,구르메 젤리 빈스 레몬향,10,14,3.7,0,0,2.7,1,0,0,0,2013
364,과자류,구르메 젤리 빈스 레몬향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
365,과자류,구르메 젤리 빈스 망고향,10,14,3.7,0,0,2.7,1,0,0,0,2013
366,과자류,구르메 젤리 빈스 망고향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
367,과자류,구르메 젤리 빈스 보이젠베리향,10,14,3.7,0,0,2.7,1,0,0,0,2013
368,과자류,구르메 젤리 빈스 보이젠베리향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
369,과자류,구르메 젤리 빈스 블루베리향,10,14,3.7,0,0,2.7,1,0,0,0,2013
370,과자류,구르메 젤리 빈스 블루베리향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
371,과자류,구르메 젤리 빈스 솜사탕향,10,14,3.7,0,0,2.7,1,0,0,0,2013
372,과자류,구르메 젤리 빈스 솜사탕향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
373,과자류,구르메 젤리 빈스 아이스크림케익향,10,14,3.7,0,0,2.7,1,0,0,0,2013
374,과자류,구르메 젤리 빈스 아이스크림케익향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
375,과자류,구르메 젤리 빈스 체리향,10,14,3.7,0,0,2.7,1,0,0,0,2013
376,과자류,구르메 젤리 빈스 체리향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
377,과자류,구르메 젤리 빈스 탄제린향,10,14,3.7,0,0,2.7,1,0,0,0,2013
378,과자류,구르메 젤리 빈스 탄제린향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
379,과자류,구르메 젤리 빈스 핑크자몽향,10,14,3.7,0,0,2.7,1,0,0,0,2013
380,과자류,구르메 젤리 빈스 핑크자몽향,10,3.5,0.93,0,0,0.6,0.25,0,0,0,2017
381,과자류,구리 요시와라 요깡,50,55,13.5,0.5,0,6.5,0,0,0,0,2013
382,과자류,구리 요시와라 요깡,50,72.37,17.76,0.66,0,12.5,0,0,0,0,2017
383,과자류,구미 웜 젤리,10,5,1.2,0.1,0,0.9,0,0,0,0,2013
384,과자류,구미 웜 젤리,10,3.33,0.8,0.07,0,0.6,0,0,0,0,2017
385,과자류,구미100,23,17.41,4.05,0.25,0.02,3.57,1.38,0,0,0,2013
386,과자류,구미100,10,3.29,0.77,0.05,0,0.6,0.26,0,0,0,2017
387,과자류,구미초코볼(스트로베리밀크),10,24,3.2,0.4,1,3,3,1,0.7,0,2013
388,과자류,구미초코볼(스트로베리밀크),10,4.8,0.64,0.08,0.2,0.6,0.6,0.2,0.14,0,2017
389,과자류,구슬이랑별이랑,10,5.6,1.4,0,0,1.1,0.6,0,0,0,2013
390,과자류,구슬이랑별이랑,10,4,1,0,0,0.75,0.43,0,0,0,2017
391,과자류,구아만다,30,152.7,17.61,2.7,7.95,0.69,78,1.5,4.11,0,2013
392,과자류,구아만다,30,45.81,5.28,0.81,2.38,0.21,23.4,0.45,1.23,0,2017
393,과자류,구욘 디버스 미니,30,67.2,10.5,0.9,2.4,3.3,22.5,0,0.3,0,2013
394,과자류,구욘 디버스 미니,30,40.32,6.3,0.54,1.44,1.98,13.5,0,0.18,0,2017
395,과자류,구욘 픽크물고기모양 크래커,30,74.1,9.9,1.2,3.3,0.9,147,0,1.5,0,2013
396,과자류,구욘 픽크물고기모양 크래커,30,44.46,5.94,0.72,1.98,0.54,88.2,0,0.9,0,2017
397,과자류,구욘 픽크미니 크래커,30,74.1,9.9,1.2,3.3,0.9,147,0,1.5,0,2013
398,과자류,구욘 픽크미니 크래커,30,44.46,5.94,0.72,1.98,0.54,88.2,0,0.9,0,2017
399,과자류,구욘 픽크믹스 크래커,30,74.1,9.9,1.2,3.3,0.9,147,0,1.5,0,2013
400,과자류,구욘 픽크믹스 크래커,30,44.46,5.94,0.72,1.98,0.94,88.2,0,0.9,0,2017
401,과자류,구운마늘 다운 이스트 크래커,30,34.5,5.7,0.9,0.9,0.6,51,1.5,0.45,0,2013
402,과자류,구운마늘 다운 이스트 크래커,30,34.5,5.7,0.9,0.9,0.6,51,1.5,0.45,0,2017
403,과자류,구워만든쌀로별인절미맛,30,138,20.1,4.5,4.5,1.8,126,0,2.1,0,2015
404,과자류,구워만든쌀로별인절미맛,30,41.4,6.03,1.35,1.35,0.9,37.8,0,0.63,0,2017
405,과자류,구촘프 블루베리석류향,30,27,6.9,0,0,3.3,15,0,0,0,2013
406,과자류,구촘프 블루베리석류향,30,27,6.9,0,0,3.3,15,0,0,0,2017
407,과자류,구촘프 오렌지향,30,27,6.9,0,0,3.3,15,0,0,0,2013
408,과자류,구촘프 오렌지향,30,27,6.9,0,0,3.3,15,0,0,0,2017
409,과자류,구촘프 워터멜론향,30,27,6.9,0,0,3.3,15,0,0,0,2013
410,과자류,구촘프 워터멜론향,30,27,6.9,0,0,3.3,15,0,0,0,2017
411,과자류,"국수,국수, 생것,생소면(풀무원)",100,340,75.8,8.8,0.2,0,850,0,0,0,2006
412,과자류,"국수,국수, 생것,생소면(풀무원)",100,340,75.8,8.8,0.2,N/A,850,N/A,N/A,N/A,2017
413,과자류,"국수,소면, 건조,동원산업",100,339,69.4,15.1,0.2,0,1714,0,0,0,2006
414,과자류,"국수,소면, 건조,동원산업",100,339,69.4,15.1,0.2,2.09,1714,N/A,N/A,N/A,2017
415,과자류,"국수,소면, 생것,생소면(풀무원)",100,262,59,5,0.7,0,693,0,0,0,2006
416,과자류,"국수,소면, 생것,생소면(풀무원)",100,262,59,5,0.7,N/A,693,N/A,N/A,N/A,2017
417,과자류,"국수,일반국수, 생것,생국시(풀무원)",100,262,59,5,0.7,0,693,0,0,0,2006
418,과자류,"국수,일반국수, 생것,생국시(풀무원)",100,262,59,5,0.7,N/A,693,N/A,N/A,N/A,2017
419,과자류,국희곡물샌드(크라운제과),30,156.87,19.53,1.96,7.88,6.28,80.94,0.79,4.98,0.13,2015
420,과자류,국희곡물샌드(크라운제과),30,47.06,5.86,0.59,2.36,1.88,24.28,0.24,1.49,0.04,2017
421,과자류,국희쵸코샌드(크라운제과),100,517.95,67.51,5.36,25.16,27.96,225.93,3,14.75,0.5,2015
422,과자류,국희쵸코샌드(크라운제과),30,46.62,6.08,0.48,2.26,2.74,20.33,0.27,1.33,0.05,2017
423,과자류,굿키스 더블초콜릿칩쿠키,30,31.5,3.6,0,1.8,0.9,22.5,0,1.35,0,2013
424,과자류,굿키스 더블초콜릿칩쿠키,30,45,5.14,0,2.57,1.29,32.14,0,1.93,0,2017
425,과자류,굿키스 믹스후르츠맛쿠키,30,33.3,3.6,0,1.8,0.9,13.5,0,0.9,0,2013
426,과자류,굿키스 믹스후르츠맛쿠키,30,47.57,5.14,0,2.57,1.29,19.29,0,1.29,0,2017
427,과자류,굿키스 버터쿠키,30,31.5,4.5,0,1.35,0.9,12.6,3.15,0.9,0,2013
428,과자류,굿키스 버터쿠키,30,45,6.43,0,1.93,1.29,18,4.5,1.29,0,2017
429,과자류,굿키스 오트 앤 월넛쿠키,30,31.5,3.6,0,1.8,0.9,22.5,0,0.9,0,2013
430,과자류,굿키스 오트 앤 월넛쿠키,30,45,5.14,0,2.57,1.29,32.14,0,1.29,0,2017
431,과자류,굿키스 콘플레이크 앤 레이즌 쿠키,30,31.5,4.5,0,1.35,0.9,22.5,0,0.9,0,2013
432,과자류,굿키스 콘플레이크 앤 레이즌 쿠키,30,45,6.43,0,1.93,1.29,32.14,0,1.29,0,2017
433,과자류,굿타임 더블 초코 초코칩 쿠키,30,28.5,3.9,0.3,1.26,2.1,33,0,1.02,0,2013
434,과자류,굿타임 더블 초코 초코칩 쿠키,30,42.75,5.85,0.45,1.89,3.15,49.5,0,1.53,0,2017
435,과자류,굿타임 클래식 초코칩 쿠키,30,30,4.2,0.3,1.26,1.5,25.5,0,0.84,0,2013
436,과자류,굿타임 클래식 초코칩 쿠키,30,45,6.3,0.45,1.89,2.25,38.25,0,1.26,0,2017
437,과자류,그대로 쌀과자,30,25.5,5.7,0.3,0.09,0.6,33,0.18,0.12,0.09,2013
438,과자류,그대로 쌀과자,30,36.43,8.14,0.43,0.13,0.84,47.14,0.26,0.17,0.13,2017
439,과자류,그라쩌 링게,30,39.3,4.5,0.42,2.1,1.8,15.9,0.9,1.08,0,2013
440,과자류,그라쩌 링게,30,47.16,5.4,0.5,2.52,2.16,19.08,1.08,1.3,0,2017
441,과자류,그래놀라 트레일 건블루베리 믹스,30,37.2,4.8,0.9,1.8,2.7,10.5,0,0.45,0,2013
442,과자류,그래놀라 트레일 건블루베리 믹스,30,37.2,4.8,0.9,1.8,2.7,10.5,0,0.45,0,2017
443,과자류,그래놀라 트레일 건크랜베리 믹스,30,37.2,4.8,0.9,1.8,2.4,12,0,0.45,0,2013
444,과자류,그래놀라 트레일 건크랜베리 믹스,30,37.2,4.8,0.9,1.8,2.4,12,0,0.45,0,2017
445,과자류,그래놀라 트레일 바나나 믹스,30,39,4.8,0.9,2.1,2.1,12,0,0.6,0,2013
446,과자류,그래놀라 트레일 바나나 믹스,30,39,4.8,0.9,2.1,2.1,12,0,0.6,0,2017
447,과자류,그래놀라 트레일 코코아 믹스,30,33,5.1,0.9,1.2,2.4,10.5,0,0.45,0,2013
448,과자류,그래놀라 트레일 코코아 믹스,30,33,5.1,0.9,1.2,2.4,10.5,0,0.45,0,2017
449,과자류,그랜드 게메즈 에낙,30,45,5.7,0.9,2.1,0.3,63,0,0.9,0,2013
450,과자류,그랜드 게메즈 에낙,30,45,5.7,0.9,2.1,0.3,63,0,0.9,0,2017
451,과자류,그레이스(크라운제과),100,499.42,66.16,8.41,22.35,34.66,389.22,33.84,10.8,0.56,2015
452,과자류,그레이스(크라운제과),30,44.95,5.95,0.76,2.01,2.14,35.03,3.05,0.97,0.05,2017
453,과자류,그로똘리,30,69.9,10.2,1.2,2.7,3.6,6,12,1.5,0,2013
454,과자류,그로똘리,30,41.94,6.12,0.72,1.62,2.47,3.6,7.2,0.9,0,2017
455,과자류,그론도나 고체,30,39,4.8,0.3,2.1,2.4,12.9,3.9,1.2,0,2013
456,과자류,그론도나 고체,30,46.8,5.76,0.36,2.52,2.88,15.48,4.68,1.44,0,2017
457,과자류,그론도나 까네스트렐리니,25,30,3.75,0.5,1.5,1.5,3.75,5,1.02,0,2013
